algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Introsort,70000,0,2,996536,230520,0.000295
Shellsort,70000,0,3,829427,1658854,0.000855
Mergesort,70000,0,3,555200,1684128,0.000525
Heapsort,70000,0,3,1054875,1464298,0.002049
Quicksort,70000,0,3,1305973,2212509,0.001700
QuicksortI,70000,0,3,1239570,1986819,0.000659
Introsort,70000,0,3,996536,230520,0.000287
Shellsort,70000,1,1,1129214,1995446,0.000721
Mergesort,70000,1,1,573728,2257856,0.000853
Heapsort,70000,1,1,1035920,1362678,0.002290
Quicksort,70000,1,1,1312229,2345565,0.001600
QuicksortI,70000,1,1,1445756,2203206,0.000919
Introsort,70000,1,1,1031524,335524,0.000305
Shellsort,70000,1,2,1129214,1995446,0.000627
Mergesort,70000,1,2,573728,2257856,0.000744
Heapsort,70000,1,2,1035920,1362678,0.003886
Quicksort,70000,1,2,1312229,2345565,0.002064
QuicksortI,70000,1,2,1445756,2203206,0.000891
Introsort,70000,1,2,1031524,335524,0.000293
Shellsort,70000,1,3,1129214,1995446,0.001137
Mergesort,70000,1,3,573728,2257856,0.001630
Heapsort,70000,1,3,1035920,1362678,0.002567
Quicksort,70000,1,3,1312229,2345565,0.002787
QuicksortI,70000,1,3,1445756,2203206,0.001613
Introsort,70000,1,3,1031524,335524,0.000471
Shellsort,70000,2,1,1716883,2579728,0.007697
Mergesort,70000,2,1,1038958,2209089,0.003539
Heapsort,70000,2,1,1043423,1414811,0.004022
Quicksort,70000,2,1,1303067,2221419,0.003262
QuicksortI,70000,2,1,1519107,2190717,0.002663
Introsort,70000,2,1,1461662,972778,0.002571
Shellsort,70000,2,2,1716883,2579728,0.004561
Mergesort,70000,2,2,1038958,2209089,0.003519
Heapsort,70000,2,2,1043423,1414811,0.003881
Quicksort,70000,2,2,1303067,2221419,0.003277
QuicksortI,70000,2,2,1519107,2190717,0.002705
Introsort,70000,2,2,1461662,972778,0.002579
Shellsort,70000,2,3,1716883,2579728,0.004533
Mergesort,70000,2,3,1038958,2209089,0.003481
Heapsort,70000,2,3,1043423,1414811,0.003897
Quicksort,70000,2,3,1303067,2221419,0.003292
QuicksortI,70000,2,3,1519107,2190717,0.002686
Introsort,70000,2,3,1461662,972778,0.002581
Shellsort,80000,0,1,959427,1918854,0.000494
Mergesort,80000,0,1,636864,1945792,0.000584
Heapsort,80000,0,1,1223816,1693146,0.002382
Quicksort,80000,0,1,1636139,2801202,0.001549
QuicksortI,80000,0,1,1476331,2393222,0.000678
Introsort,80000,0,1,1230584,291064,0.000350
Shellsort,80000,0,2,959427,1918854,0.000989
Mergesort,80000,0,2,636864,1945792,0.000663
Heapsort,80000,0,2,1223816,1693146,0.002467
Quicksort,80000,0,2,1636139,2801202,0.001576
QuicksortI,80000,0,2,1476331,2393222,0.000692
Introsort,80000,0,2,1230584,291064,0.000388
Shellsort,80000,0,3,959427,1918854,0.000502
Mergesort,80000,0,3,636864,1945792,0.000585
Heapsort,80000,0,3,1223816,1693146,0.002377
Quicksort,80000,0,3,1636139,2801202,0.001549
QuicksortI,80000,0,3,1476331,2393222,0.000685
Introsort,80000,0,3,1230584,291064,0.000357
Shellsort,80000,1,1,1314096,2333798,0.000913
Mergesort,80000,1,1,672064,2617856,0.000834
Heapsort,80000,1,1,1198738,1574070,0.003240
Quicksort,80000,1,1,1607117,2732118,0.001783
QuicksortI,80000,1,1,1724773,2440275,0.000995
Introsort,80000,1,1,1270578,411058,0.000368
Shellsort,80000,1,2,1314096,2333798,0.000768
Mergesort,80000,1,2,672064,2617856,0.000903
Heapsort,80000,1,2,1198738,1574070,0.002582
Quicksort,80000,1,2,1607117,2732118,0.001831
QuicksortI,80000,1,2,1724773,2440275,0.001028
Introsort,80000,1,2,1270578,411058,0.000375
Shellsort,80000,1,3,1314096,2333798,0.001264
Mergesort,80000,1,3,672064,2617856,0.001289
Heapsort,80000,1,3,1198738,1574070,0.003165
Quicksort,80000,1,3,1607117,2732118,0.001855
QuicksortI,80000,1,3,1724773,2440275,0.001013
Introsort,80000,1,3,1270578,411058,0.000400
Shellsort,80000,2,1,1991371,2991621,0.006042
Mergesort,80000,2,1,1203409,2555924,0.003909
Heapsort,80000,2,1,1209305,1633140,0.004533
Quicksort,80000,2,1,1606370,2765736,0.003678
QuicksortI,80000,2,1,1665990,2437036,0.003096
Introsort,80000,2,1,1726848,1115384,0.002952
Shellsort,80000,2,2,1991371,2991621,0.005258
Mergesort,80000,2,2,1203409,2555924,0.004011
Heapsort,80000,2,2,1209305,1633140,0.004546
Quicksort,80000,2,2,1606370,2765736,0.003730
QuicksortI,80000,2,2,1665990,2437036,0.003123
Introsort,80000,2,2,1726848,1115384,0.002970
Shellsort,80000,2,3,1991371,2991621,0.005281
Mergesort,80000,2,3,1203409,2555924,0.003981
Heapsort,80000,2,3,1209305,1633140,0.004532
Quicksort,80000,2,3,1606370,2765736,0.003682
QuicksortI,80000,2,3,1665990,2437036,0.003101
Introsort,80000,2,3,1726848,1115384,0.002915
Shellsort,90000,0,1,1089427,2178854,0.000555
Mergesort,90000,0,1,723680,2212608,0.000659
Heapsort,90000,0,1,1392751,1921994,0.002640
Quicksort,90000,0,1,1805841,3139809,0.001760
QuicksortI,90000,0,1,1678539,2760151,0.000756
Introsort,90000,0,1,1378776,319256,0.000398
Shellsort,90000,0,2,1089427,2178854,0.000551
Mergesort,90000,0,2,723680,2212608,0.000670
Heapsort,90000,0,2,1392751,1921994,0.002737
Quicksort,90000,0,2,1805841,3139809,0.001755
QuicksortI,90000,0,2,1678539,2760151,0.000756
Introsort,90000,0,2,1378776,319256,0.000418
Shellsort,90000,0,3,1089427,2178854,0.000562
Mergesort,90000,0,3,723680,2212608,0.000682
Heapsort,90000,0,3,1392751,1921994,0.002730
Quicksort,90000,0,3,1805841,3139809,0.001796
QuicksortI,90000,0,3,1678539,2760151,0.000745
Introsort,90000,0,3,1378776,319256,0.000395
Shellsort,90000,1,1,1489016,2653554,0.001512
Mergesort,90000,1,1,765248,2977856,0.002025
Heapsort,90000,1,1,1363320,1784928,0.003099
Quicksort,90000,1,1,1826638,3036909,0.001976
QuicksortI,90000,1,1,1918875,2700339,0.001112
Introsort,90000,1,1,1423770,454250,0.000422
Shellsort,90000,1,2,1489016,2653554,0.000828
Mergesort,90000,1,2,765248,2977856,0.000859
Heapsort,90000,1,2,1363320,1784928,0.002923
Quicksort,90000,1,2,1826638,3036909,0.002003
QuicksortI,90000,1,2,1918875,2700339,0.001113
Introsort,90000,1,2,1423770,454250,0.000417
Shellsort,90000,1,3,1489016,2653554,0.000821
Mergesort,90000,1,3,765248,2977856,0.000861
Heapsort,90000,1,3,1363320,1784928,0.002864
Quicksort,90000,1,3,1826638,3036909,0.001993
QuicksortI,90000,1,3,1918875,2700339,0.001116
Introsort,90000,1,3,1423770,454250,0.000428
Shellsort,90000,2,1,2266406,3403072,0.006028
Mergesort,90000,2,1,1369459,2906793,0.004593
Heapsort,90000,2,1,1376444,1853889,0.005142
Quicksort,90000,2,1,1755160,2831250,0.004197
QuicksortI,90000,2,1,2050090,3062742,0.003496
Introsort,90000,2,1,1914199,1274388,0.003389
Shellsort,90000,2,2,2266406,3403072,0.005994
Mergesort,90000,2,2,1369459,2906793,0.004572
Heapsort,90000,2,2,1376444,1853889,0.005170
Quicksort,90000,2,2,1755160,2831250,0.004205
QuicksortI,90000,2,2,2050090,3062742,0.003494
Introsort,90000,2,2,1914199,1274388,0.003366
Shellsort,90000,2,3,2266406,3403072,0.006226
Mergesort,90000,2,3,1369459,2906793,0.004602
Heapsort,90000,2,3,1376444,1853889,0.005276
Quicksort,90000,2,3,1755160,2831250,0.004110
QuicksortI,90000,2,3,2050090,3062742,0.003502
Introsort,90000,2,3,1914199,1274388,0.003332
Shellsort,100000,0,1,1219427,2438854,0.000641
Mergesort,100000,0,1,815024,2483952,0.000758
Heapsort,100000,0,1,1561662,2150850,0.002967
Quicksort,100000,0,1,2119862,3244968,0.001980
QuicksortI,100000,0,1,2043425,3174474,0.000832
Introsort,100000,0,1,1530360,350840,0.000455
Shellsort,100000,0,2,1219427,2438854,0.001259
Mergesort,100000,0,2,815024,2483952,0.000980
Heapsort,100000,0,2,1561662,2150850,0.003450
Quicksort,100000,0,2,2119862,3244968,0.002023
QuicksortI,100000,0,2,2043425,3174474,0.000983
Introsort,100000,0,2,1530360,350840,0.000579
Shellsort,100000,0,3,1219427,2438854,0.002260
Mergesort,100000,0,3,815024,2483952,0.001874
Heapsort,100000,0,3,1561662,2150850,0.003885
Quicksort,100000,0,3,2119862,3244968,0.002064
QuicksortI,100000,0,3,2043425,3174474,0.000848
Introsort,100000,0,3,1530360,350840,0.000428
Shellsort,100000,1,1,1683014,2972650,0.001135
Mergesort,100000,1,1,853904,3337856,0.001543
Heapsort,100000,1,1,1529205,1997430,0.003199
Quicksort,100000,1,1,2098979,3538281,0.002235
QuicksortI,100000,1,1,2357703,3499200,0.001271
Introsort,100000,1,1,1580352,500832,0.000457
Shellsort,100000,1,2,1683014,2972650,0.000917
Mergesort,100000,1,2,853904,3337856,0.001016
Heapsort,100000,1,2,1529205,1997430,0.004460
Quicksort,100000,1,2,2098979,3538281,0.002185
QuicksortI,100000,1,2,2357703,3499200,0.001263
Introsort,100000,1,2,1580352,500832,0.000450
Shellsort,100000,1,3,1683014,2972650,0.001611
Mergesort,100000,1,3,853904,3337856,0.001098
Heapsort,100000,1,3,1529205,1997430,0.003204
Quicksort,100000,1,3,2098979,3538281,0.002243
QuicksortI,100000,1,3,2357703,3499200,0.001271
Introsort,100000,1,3,1580352,500832,0.000459
Shellsort,100000,2,1,2548800,3817750,0.008308
Mergesort,100000,2,1,1536497,3260435,0.005025
Heapsort,100000,2,1,1544584,2075012,0.005794
Quicksort,100000,2,1,2032439,3319332,0.004730
QuicksortI,100000,2,1,2155864,3439600,0.003966
Introsort,100000,2,1,2245771,1414873,0.003734
Shellsort,100000,2,2,2548800,3817750,0.006747
Mergesort,100000,2,2,1536497,3260435,0.005125
Heapsort,100000,2,2,1544584,2075012,0.005789
Quicksort,100000,2,2,2032439,3319332,0.004770
QuicksortI,100000,2,2,2155864,3439600,0.003967
Introsort,100000,2,2,2245771,1414873,0.003725
Shellsort,100000,2,3,2548800,3817750,0.006746
Mergesort,100000,2,3,1536497,3260435,0.005128
Heapsort,100000,2,3,1544584,2075012,0.005770
Quicksort,100000,2,3,2032439,3319332,0.004728
QuicksortI,100000,2,3,2155864,3439600,0.003967
Introsort,100000,2,3,2245771,1414873,0.003719
Shellsort,200000,0,1,2618496,5236992,0.001342
Mergesort,200000,0,1,1730048,5267904,0.001529
Heapsort,200000,0,1,3327751,4499156,0.006150
Quicksort,200000,0,1,4432089,7846467,0.003939
QuicksortI,200000,0,1,4017820,6479474,0.001755
Introsort,200000,0,1,3260728,701688,0.000874
Shellsort,200000,0,2,2618496,5236992,0.001354
Mergesort,200000,0,2,1730048,5267904,0.001592
Heapsort,200000,0,2,3327751,4499156,0.006344
Quicksort,200000,0,2,4432089,7846467,0.003887
QuicksortI,200000,0,2,4017820,6479474,0.001809
Introsort,200000,0,2,3260728,701688,0.000986
